0 0.001816
35.6374 0.001866
36.3305 0.001907
36.736 0.00195
37.0237 0.001992
37.2468 0.002033
37.4291 0.002076
37.5833 0.002116
37.7168 0.002158
37.8346 0.002201
37.94 0.002243
38.0353 0.002285
38.1223 0.002329
38.2023 0.00237
38.2764 0.00241
38.3454 0.002453
38.41 0.002496
38.4706 0.002538
38.5278 0.002582
38.5818 0.002621
38.6331 0.002663
38.6819 0.002705
38.7284 0.002748
38.7729 0.002788
38.8154 0.002832
38.8563 0.002873
38.8955 0.002915
38.9332 0.002956
38.9696 0.002996
39.0047 0.003039
39.0386 0.003084
39.0714 0.003124
39.1031 0.003168
39.1339 0.003213
